south_north,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
102,4.370187,4.2973537,3.9170113,3.7270226,4.006777,3.4780169,3.167236,2.9846783,2.809834,2.6046348,2.2364738,1.9187908,1.7802541,1.3185381,1.1034827,1.0889276,1.1468692,1.2165554,0.9241966,0.9171388,1.709345,2.191189,2.3751576,2.3678203,2.5279956,2.719334,3.066673,3.2965791,3.2977998,3.1244528,3.04694,3.1289356,3.236963,3.2481246,3.4048212,3.6172762,3.735477,3.7962224,3.9396477,4.1345553,4.7909794,5.389329,5.646011,5.1685205,4.4654794,4.164934,4.273649,4.356404,3.914827,4.254645,3.8232813,4.1695175,3.8305447,4.1064086,4.304678,4.6573353,5.1745515,5.284748,4.711864,4.231402,4.513255,4.7957335,4.6411886,4.4999,4.43144,4.301138,4.154002,4.065256,3.8095844,3.3792734,3.1016304,3.011115,2.802626,2.5876231,2.5559871,2.5627086,2.619726,2.6938083,2.6577091,2.640525,2.773409,2.771256,2.3852391,2.4612806,2.6275077,2.2970355,2.285131,2.3761268,1.9494972,1.533185,1.4583207,1.4636837,1.5885983,1.2537,0.72970754,0.59595096,1.540915,1.3272321,1.1540794,1.5945064,1.7647617,1.7004538,2.5615396,2.529195,2.3126357,2.513048,2.6028109,3.0248578,2.275427,1.8145785,2.0080824,1.7720507,2.0460048,2.9558504,3.7072308,4.1888227,4.9008894,2.8044496,3.2615142,4.175157,4.0576816,3.4143116,4.0195594,3.020323,3.8622415,4.611024,4.1661453,3.8875983,3.9799047,4.3261776,4.0727963,3.8096905,2.9942834,3.9322007,3.8242872,3.2627769,2.839913,4.1257997,4.6591716,4.1975408,3.1499724,3.3694396,4.2096605,3.8210087,3.7739582,4.2975526,4.2843995,4.181731,9.872956,12.176221,13.065609,13.310537,13.120163,13.237445,13.128617,12.726743,12.348842,12.065546,12.050172,11.973437,12.303258,12.585389,12.491458,12.028362,12.574142,13.231031,13.615333,13.773445,13.7410145,14.111789,13.838604,13.812132,13.801341,13.845267,13.979284,14.123165,14.22883,14.237882,14.257006,14.314358,14.439375,14.427965,14.390476,14.287546,14.418213,14.433423,14.452233,15.058031,15.276827,15.34259,14.785736
103,4.3465414,4.281617,3.8953788,3.7440128,4.035157,3.5616214,3.446105,3.202645,3.071504,2.855342,2.532793,2.3442206,2.3609176,2.0489316,1.9966216,1.3818388,0.97159404,0.7774537,0.5521405,1.1146586,2.2695885,2.638313,2.5225186,2.4633095,2.4872315,2.7500017,3.0466123,3.3114426,3.44796,3.4092822,3.3125637,3.340243,3.3913558,3.3808715,3.4119875,3.7637784,4.078991,4.101164,4.1954584,3.9766302,4.073202,4.6712155,5.4803495,5.611108,5.0486603,4.4518228,4.086799,3.9128816,4.228174,4.032812,4.0079618,3.7302206,4.270092,4.5540905,4.670933,4.708895,5.178632,5.3634586,5.236118,4.7203603,4.508527,4.6749277,4.5695944,4.4024677,4.41112,4.2940683,4.0655456,3.997013,3.9361157,3.6632156,3.2459762,3.0269263,2.8477643,2.4396362,2.3998537,2.4805853,2.4702861,2.6208565,2.5546527,2.5850792,2.6899993,2.6064503,2.3169458,2.3135324,2.3982742,2.2471178,2.0719922,2.351485,1.978822,1.5513942,1.6523547,1.8050561,1.5089569,0.7630227,0.80674183,1.1832861,1.7514431,1.4372196,1.0526445,1.3115004,1.8305252,2.0579698,2.343944,2.9392893,2.5223007,2.7494986,2.5265894,2.2924957,2.6044433,2.2003453,2.715319,2.7729585,2.5202112,3.1027138,3.52096,4.140518,3.939005,3.9909062,3.3741798,4.011492,3.4951632,3.5924299,3.1209593,3.7113218,4.2409806,3.8106341,3.5235655,2.8068726,4.823893,4.6991873,3.7164483,2.9346879,3.9199424,3.6190143,3.7869792,2.0274467,3.2446432,3.1760104,3.690785,3.9071338,4.040993,4.063917,3.8838086,3.7849042,4.137007,3.7504065,4.608441,4.958362,10.301469,12.312524,13.099618,13.107508,13.189175,13.184952,12.815382,12.500503,12.26179,12.067451,11.583187,11.619043,12.23076,12.363148,12.598031,12.804006,13.125318,13.442519,13.684553,13.82272,13.96296,13.846124,13.495895,13.466099,13.478513,13.665681,13.900874,14.05119,14.130806,14.164423,14.227881,14.28718,14.366852,14.33654,14.375879,14.291702,14.379305,14.32991,14.425721,15.060213,15.282176,15.258168,14.702226
104,4.397165,4.1450253,3.8637779,3.8007224,4.0831895,3.72964,3.8188841,3.5956907,3.269945,3.06142,2.792553,2.5206811,2.660382,2.2720497,2.0663726,1.0736068,0.9830717,0.8766836,0.81627405,1.3173548,2.586113,2.8106818,2.7006772,2.594223,2.660045,3.027071,3.229796,3.4904494,3.6093798,3.6082778,3.5193164,3.4063253,3.4247618,3.5110137,3.544109,3.8378808,4.203052,4.479247,4.733762,4.0193596,3.771454,4.347466,5.0085306,5.416612,5.340738,4.929806,4.2501435,3.7844853,4.008523,3.9402301,3.7689743,4.032034,4.4824204,5.2175097,5.655735,5.8006945,5.8347144,5.2931485,5.266475,5.0505753,4.759978,4.586062,4.378335,4.1030335,4.126781,4.1557326,4.0430846,4.041955,4.015989,3.8592134,3.5219655,3.210562,2.9166973,2.4553106,2.2910664,2.56883,2.438161,2.3246663,2.4808166,2.6583369,2.6550908,2.5594037,2.3472364,2.1760132,1.966211,1.9723703,1.8755428,2.1010642,2.0176568,1.7834892,1.7145193,1.7730951,1.3198333,0.6899454,0.7567024,1.8210284,1.7501115,1.3264828,1.0770586,1.6967825,1.6489829,1.5275314,2.202691,2.5548708,2.4962273,2.4927845,2.431406,2.2917774,2.198039,2.0901742,2.9906526,3.4584818,2.97767,3.531223,2.850423,3.6576767,3.6936922,5.491254,3.8709137,4.114578,3.3836164,3.186284,2.8965042,3.9599495,3.7122095,2.444897,2.8227866,3.5352051,4.0493574,4.4155025,4.1084,2.9185336,2.3692665,3.6871128,4.1923947,3.3100011,4.280648,4.0771112,2.5042315,3.61825,3.7636368,4.1765885,3.827081,3.9673724,3.9543004,3.9559057,5.4770656,5.5023074,10.244156,12.417831,13.059835,12.99936,13.090042,12.7518015,12.593252,12.350531,12.095415,12.134157,11.485735,12.382328,12.901771,13.007719,13.192716,13.025605,13.228793,13.582942,13.918999,13.901539,14.005051,14.060107,14.117079,13.584706,13.404303,13.578327,13.835784,14.000962,14.067993,14.068438,14.148924,14.247827,14.320941,14.272339,14.330572,14.298809,14.446852,14.444927,14.527755,15.159158,15.313036,15.190678,14.63295
105,4.5787544,4.1319394,3.9242747,3.9747968,4.3564706,4.0439854,4.1350393,3.9948323,3.4843428,3.2126849,3.0343642,2.6867938,2.8322022,2.1662962,1.5756028,1.246087,1.678441,1.6596361,1.4787196,1.8877516,2.5178719,2.6788034,2.7549758,2.8529656,2.98924,3.2566597,3.5096452,3.7461147,3.7031746,3.7478318,3.8643227,3.694494,3.4986215,3.4427803,3.55645,3.8597026,4.1866903,4.650506,4.8944054,4.059731,3.707576,4.1858277,4.6176186,4.9122434,5.1320457,5.0497766,4.451623,3.8583393,3.9030123,4.009809,3.8956842,3.9293928,4.8307614,6.508742,7.9978714,8.121404,7.3154488,5.5153394,5.212237,5.024245,4.8385954,4.7037516,4.5634665,4.288145,3.956669,3.8738372,3.9661658,4.0029373,3.9241798,3.8992138,3.748092,3.4336095,3.068637,2.5452793,2.28102,2.1898038,2.3941784,2.555118,2.1695893,2.3618088,2.4326482,2.4523256,1.9630394,1.7599128,2.0108507,2.3848176,2.436463,2.6305919,2.4245079,1.8723814,1.9428889,1.7146779,1.040913,0.7704492,0.6069389,1.5047187,1.2692612,1.3761314,1.7432954,2.0026917,1.921382,2.2617133,2.2924411,2.1190856,2.4521103,2.2854161,2.1835272,2.2129867,2.1237707,2.6112905,2.9906046,3.4262288,3.0947921,3.0720227,2.9203346,3.219175,4.067676,4.6395164,5.303627,2.7849824,2.6536245,4.1900105,4.456859,3.478095,2.4338953,3.537877,2.8864193,3.3030362,3.8840182,4.7281365,4.710256,3.9250426,3.7676363,2.7661312,1.8764467,3.7813456,4.7311263,4.117186,1.9796362,2.281464,2.8099098,2.6521766,4.0523047,4.2917857,3.2456033,3.393067,4.513603,4.605453,9.836633,12.508102,12.743496,12.763062,12.762377,12.429264,11.987375,11.863053,12.387761,12.159004,12.405223,12.750997,13.4316025,13.402869,13.273108,13.2945795,13.611416,13.938279,14.148599,14.120248,13.598511,14.219034,13.82702,13.611942,13.646166,13.749226,13.858385,13.929495,13.976353,14.043164,14.196454,14.296617,14.319498,14.254471,14.341161,14.3034935,14.386741,14.430323,14.550106,15.154439,15.293571,15.144059,14.610067
106,5.0340314,4.3221564,4.1396356,4.2268386,4.681977,4.3307896,4.322086,4.1799154,3.7358487,3.481877,3.2446873,2.9498432,2.976486,2.1567156,1.6854508,1.8276316,2.3995895,2.6282706,2.345807,2.3566194,2.3671253,2.651127,2.803388,3.0106769,3.2182145,3.4682734,3.587503,3.7199488,3.8099477,3.9627597,4.2814627,4.297309,3.9265797,3.5785902,3.657941,3.9644642,4.191337,4.510627,4.430282,3.803323,3.8587346,4.1102753,4.3074784,4.4345098,4.632604,4.654984,4.3238325,3.8933346,3.9224246,3.9351153,3.495172,4.122927,6.199867,8.463811,9.464512,9.347123,8.318672,5.889973,5.155106,4.998021,4.798551,4.7892113,4.7371583,4.655309,4.179866,3.8624244,3.8845592,3.940649,3.9545915,3.9186168,3.8713949,3.7332973,3.3033566,2.5876608,2.1799557,2.220589,2.4295094,2.6672943,2.3042104,2.0887237,1.7489754,1.7590296,2.2067235,2.302415,2.2088468,2.2877364,2.5689666,2.8222644,3.1404004,3.3177428,3.3040977,2.8582566,1.7494648,1.3404483,1.0622808,1.1206363,0.48713824,0.93128127,1.2216493,1.2763661,1.7377574,1.6059394,1.9986306,1.9678707,2.0410347,1.9192559,2.1479836,2.3106308,2.0718598,2.5254726,2.8995788,2.5327177,2.8547258,2.7378087,3.8992007,3.4940593,3.0471964,4.101894,4.402457,4.6382732,2.2794147,3.6040347,3.7517555,4.044367,3.3807366,2.8641136,3.59709,3.8566296,4.119192,4.105658,5.737222,4.4612083,3.6771991,2.9210093,2.5046527,3.226358,3.0436838,2.6119015,2.7735298,2.2595055,2.0969827,2.7394109,2.7783053,4.151891,3.8226106,3.587581,3.9892244,4.617534,10.235822,12.449635,12.18582,12.311786,12.195714,12.136038,11.865453,11.799013,11.520622,12.0229845,12.2248745,13.10316,13.404582,13.587735,13.589128,13.629868,13.766035,14.155447,14.097067,13.971976,13.587315,13.926437,13.439937,13.649651,13.640965,13.707978,13.890096,14.012084,14.058301,14.091036,14.19576,14.269086,14.344744,14.3107815,14.374387,14.294061,14.413852,14.490531,14.624152,15.149902,15.291805,15.092464,14.634243
107,5.5520225,4.6461744,4.4594836,4.5186133,4.97296,4.5613923,4.460551,4.351512,4.069138,3.8057318,3.514564,3.1612432,2.9824457,2.3640633,2.2316961,2.1577966,2.5099926,2.9660988,2.7316499,2.408799,2.359004,2.7831998,2.9118173,3.0445638,3.3495553,3.708612,3.8107543,3.9014008,4.030001,4.1644897,4.4737115,4.577274,4.405224,4.098721,4.092142,4.3179026,4.2993484,4.159283,3.765395,3.4552846,3.8987489,4.223062,4.316359,4.192105,4.1961355,4.2001786,3.9527917,3.9063146,3.7796085,3.556022,3.8432097,4.9422617,7.9647093,9.477262,9.429965,9.319233,9.009425,7.474798,5.5763893,5.332993,4.8999076,4.718477,4.736923,4.772174,4.3639755,3.9293878,3.7539477,3.8987374,3.9975288,3.848786,3.818621,3.8007753,3.5320315,3.004095,2.36446,2.1267955,1.997838,2.275924,2.2215114,1.756599,1.5411838,1.843384,2.1303449,2.1211984,2.3543677,2.6596787,2.7739115,2.824431,2.7927556,2.9304905,3.4217708,2.8179889,1.0292248,0.9762253,0.6533255,0.94779176,0.45222068,0.4826992,1.0189593,1.4090191,1.7570605,1.8007265,1.4331301,1.1735469,1.9964939,2.1134574,2.0724578,2.054006,2.1761525,2.12638,2.4841156,2.3829503,2.748745,3.447283,3.5871108,4.6964965,3.0512755,1.8342911,2.949401,3.3738103,3.943611,2.743426,3.791936,3.8407972,2.9658105,2.6441696,4.070071,3.687194,3.615535,5.0940495,5.982154,5.729377,3.7108607,2.2362783,2.788974,3.0479803,2.952256,3.3063076,3.4056208,2.4506974,2.7498233,2.8883061,3.0023372,3.156776,3.4971147,3.6622198,4.309135,6.291083,11.421829,12.00524,12.119876,11.591263,11.958652,11.899728,11.667801,11.740009,11.909683,11.820661,12.646512,13.120793,13.141337,13.613386,13.871535,13.844586,13.66789,13.812382,13.897756,13.421548,13.780605,13.678675,13.973151,13.757847,13.631736,13.844639,14.1226845,14.223559,14.169493,14.0686245,14.059449,14.109914,14.289597,14.391747,14.528058,14.440109,14.551273,14.59452,14.693429,15.274785,15.262046,14.988709,14.565845
108,5.740385,4.910354,4.716054,4.720639,5.227357,4.8163424,4.7050095,4.5387974,4.276137,4.073309,3.7892053,3.3517578,3.1407063,2.77622,2.7018924,2.2262821,2.1348433,2.653354,2.5254147,2.3055599,2.6105168,2.9549315,3.1311922,3.1820922,3.468524,3.9117024,4.1385164,4.308781,4.33282,4.172437,4.199905,4.4857864,4.7227044,4.711042,4.6623626,4.6584625,4.499184,4.2104654,3.4303873,3.419305,3.6917462,4.169539,4.5425143,4.4547586,4.261384,4.085634,3.723078,3.6765642,3.7543445,3.6377013,3.6757987,6.241693,9.003732,9.300908,9.290984,9.157556,9.106976,8.487585,5.428268,5.320541,4.9375467,4.767793,4.701704,4.69421,4.509588,3.8897183,3.8227093,3.8652935,3.7474446,3.7710109,3.7051804,3.7294247,3.7215562,3.266249,2.6570241,2.2643456,2.002135,2.1330502,2.1987376,1.8806417,1.542112,1.4286819,1.8623837,2.294007,2.346487,2.4893844,2.7674787,2.7988043,2.690529,2.35544,2.0954,2.163437,1.7152239,1.4622996,0.45891795,0.9079026,0.8985916,0.69872576,0.7122742,1.9310712,1.3836945,0.6767112,1.3711355,1.8099624,1.9484276,1.6906968,1.7148498,2.07293,2.31032,1.870285,2.1023319,3.3701916,3.5380197,3.288686,3.892356,2.6089106,3.8057663,3.249779,1.7887416,4.304046,3.3611016,2.6752238,1.2947346,4.16156,4.9322915,4.582408,3.0857344,3.3242111,3.7861922,4.20807,5.1498337,4.2652116,4.2744064,4.0057726,2.515485,2.2309854,3.0227969,2.7897754,2.6798422,3.0856278,3.1677043,1.5726379,3.1283052,4.4620414,3.2332666,3.8668728,7.662658,9.638045,11.092582,11.486978,11.630604,11.49241,11.540324,11.48226,11.930478,12.11418,11.660602,11.923094,12.286633,13.1058035,13.706882,13.8806505,13.794873,13.674407,13.669261,13.728679,13.54008,13.358619,13.795049,14.007255,14.040344,13.786897,13.692281,13.933837,14.298007,14.43581,14.289494,14.053213,13.974097,14.047717,14.274793,14.469584,14.662342,14.620254,14.705943,14.750357,14.7748575,15.241388,15.133108,14.901646,14.512969
109,5.786414,5.1053095,4.956626,4.8705955,5.3619924,4.995983,4.877461,4.6554008,4.5045195,4.36422,4.03871,3.6983163,3.4977877,3.1097734,2.8007154,2.3099654,2.0747824,2.4870265,2.2882621,2.3182485,2.8986065,3.203952,3.4286792,3.3560326,3.5498593,4.060661,4.22332,4.3835025,4.3358984,4.0900793,3.8023193,4.384523,4.926774,5.0722165,5.0387716,4.694343,4.3766255,4.187163,3.6246846,3.6202912,3.5646145,3.8947186,4.494578,4.7656794,4.6156406,4.283865,3.8242536,3.6908178,3.851286,3.6622853,4.3514276,6.6709795,8.999575,9.198011,9.159199,8.959801,8.859171,8.474678,5.704932,5.230319,5.2932577,4.718583,4.5570607,4.660702,4.4052253,3.7488317,3.6544788,3.9978468,3.680172,3.743829,3.62207,3.604218,3.536717,3.1991785,2.7974932,2.5728474,2.1452706,1.9292988,1.9413784,2.0580673,1.8165132,1.5563593,1.9693352,2.6653657,2.6835587,2.567175,2.607119,2.6365008,2.5960674,2.3041942,1.7318792,1.5517311,1.5992308,0.6211548,1.8992699,1.6368843,1.6021324,1.13244,1.2383304,0.45657,1.1840091,1.7279459,1.3089191,1.490004,1.4310776,1.6914656,1.8935015,2.2938278,2.4517903,2.5585442,3.043086,3.1394286,3.3354461,3.6264656,3.5966778,2.500222,2.206894,2.8483036,2.7868881,4.0336823,5.474049,4.0337715,2.4976084,1.2708226,4.145889,3.7925413,3.5980532,4.73595,4.4695725,3.2779531,2.8759134,3.2816095,5.52603,6.124652,4.2468843,2.747649,3.2056382,3.402951,1.8819408,2.745001,3.5967236,3.340281,3.1737142,3.6165607,3.921014,3.74834,5.583874,8.271564,9.20981,10.418134,10.534808,11.483752,11.542626,11.217084,12.200672,11.826292,11.519806,11.808472,12.306889,13.2307415,14.0384245,13.961587,13.43276,13.360762,13.448951,13.646443,13.3502655,13.393734,13.943652,14.085909,13.612141,13.641884,13.630658,13.863707,14.331283,14.545732,14.401845,14.178267,14.1182165,14.167347,14.317315,14.475876,14.72665,14.781605,14.863452,14.823771,14.794903,15.182279,15.005407,14.770036,14.473406
110,5.9284697,5.349707,5.225951,5.0163736,5.4365,5.0309987,4.9571214,4.807299,4.876111,4.7343893,4.2769628,4.064894,3.7856526,3.3648682,3.064333,2.625273,2.670938,2.9971864,2.5234005,2.5632534,3.0498352,3.5294726,3.6207576,3.6150181,3.8609118,4.058161,4.096798,4.0529094,3.998411,4.024974,3.8980517,4.33079,4.8868546,5.1765256,5.132489,4.6479125,4.187641,3.9829552,3.729047,3.5678022,3.718065,3.8563786,4.2803316,4.6622343,4.664096,4.427064,4.064246,3.9943485,4.0725474,4.137382,4.477982,8.421837,8.929763,9.067383,8.998085,8.762137,8.653828,8.6492195,7.1034956,5.080949,5.302901,4.6504016,4.4599676,4.5453243,4.5406485,3.9892476,3.839658,3.749173,3.646972,3.6778448,3.7158802,3.5844624,3.3163855,3.0319488,2.871878,2.7558599,2.3985293,2.0741239,1.9293791,1.9367999,1.7615529,1.9054651,2.330863,2.5391936,2.2466521,1.8886747,1.6809167,1.855179,2.0858884,1.9492586,1.674976,1.3881613,0.46285418,1.2596506,1.9475077,1.9686545,1.6322671,0.9850717,1.1394835,1.6607711,1.6798048,1.2331845,1.1415656,0.9875696,1.1172353,1.641148,1.8767685,2.2944322,2.7426267,2.231931,2.8848069,3.3368917,3.432668,2.4398823,2.7268488,3.5651193,2.7518177,2.7344277,3.2734442,3.7483513,3.464007,4.7027416,4.964944,1.9209943,1.6613743,4.129013,3.830135,4.0413747,3.2611248,3.0493379,3.9438853,3.7077723,3.5474956,5.2329636,5.612527,5.9696107,3.0828366,2.524733,2.051941,2.6046987,2.0372312,2.8947866,4.190862,5.176276,2.9223783,3.3478467,6.316399,5.4086137,5.937742,6.051049,7.686654,10.094093,10.984922,12.177349,12.241362,11.043134,11.390913,11.949179,12.792194,13.370666,13.363452,13.2028,13.420912,13.310971,13.170388,13.321259,13.598691,13.643046,13.911165,13.73079,13.565239,13.58424,13.683684,14.001271,14.405287,14.54078,14.4569235,14.315013,14.275542,14.279459,14.316819,14.39509,14.673342,14.833923,14.918443,14.816014,14.727498,15.113261,14.923083,14.745611,14.492912
111,6.172939,5.626194,5.4098444,5.15186,5.524726,5.186034,5.172313,5.0464973,5.0806866,5.0372286,4.6202426,4.395153,4.093094,3.8584583,3.6128366,3.07742,3.1991432,3.5157053,2.9183755,2.8911738,3.3157437,3.7949445,3.7011907,3.8250506,3.7093375,3.5325303,3.5671456,3.952476,4.323606,4.552059,4.529528,4.5625777,4.9727206,5.3396606,5.304552,4.8274117,4.2337914,3.784762,3.2996705,3.5973895,3.9702423,4.0673327,4.314573,4.5689416,4.567686,4.4202766,4.1994224,4.183501,4.2978797,4.3190937,5.677405,8.434552,8.925438,8.99887,8.8071785,8.629644,8.45339,8.480396,7.9284925,4.9676538,5.2547894,4.3220167,3.76019,4.168423,4.457202,4.323004,4.0528727,3.6395886,3.5372446,3.6335137,3.7492282,3.5492303,3.3288333,3.119572,2.897455,2.7887454,2.599861,1.9789504,1.5663784,1.3887011,1.1133943,1.7404963,2.3588526,2.5929608,2.230291,2.0966794,1.8704621,1.7818764,1.6331034,1.2128319,1.3204085,1.2127217,0.37953332,1.7297778,1.3137693,0.22451007,2.2767758,3.270466,2.582842,1.9405688,1.3707674,0.798485,1.0314599,0.8011065,0.79878515,1.4538192,1.9913677,2.2211118,2.6447268,2.8615701,2.9277096,3.2253206,3.3246553,2.766835,3.211162,3.1405163,2.441986,2.1975965,4.062777,3.1951544,3.129447,3.997307,3.8973062,3.8719862,2.948942,3.8934503,4.4587307,2.209472,4.126955,2.6253536,3.3126757,2.5532155,3.013546,5.531363,5.371433,5.7517924,5.8523364,3.0531852,2.8077238,2.3343277,2.6710076,3.5242548,3.1257803,5.289268,3.9416108,3.4787366,4.5249147,4.834588,5.7188087,5.696619,5.9932423,6.742023,10.317769,12.551458,11.673984,10.951398,11.327055,12.130986,13.010881,12.768729,12.795099,13.071224,12.860285,12.818221,13.304958,13.87837,14.021177,14.598044,14.073909,13.582172,13.72656,13.676247,13.90045,14.259051,14.471653,14.452875,14.319778,14.193692,14.180089,14.259117,14.3656845,14.406931,14.569807,14.695216,14.839111,14.84133,14.78942,15.130395,14.910553,14.706343,14.547911
112,6.3027844,5.7784677,5.5618033,5.3439493,5.840652,5.6604166,5.6614327,5.5977097,5.461546,5.3144803,4.983451,4.862729,4.541409,4.3577585,3.967503,3.459994,3.354669,3.490493,3.164836,3.218671,3.6555846,4.0026574,3.8990037,3.4332955,2.7868524,2.9432108,3.1221337,4.0942326,5.028509,5.2111025,5.0329914,4.928502,5.1641755,5.59033,5.6391506,5.2747188,4.633349,3.7786858,3.1166625,3.618158,4.0242715,4.085934,4.2527394,4.472917,4.5212398,4.3194017,4.096925,4.137906,4.4643197,4.690923,5.8497295,7.455595,8.928829,9.063959,8.722506,8.575978,8.366745,8.198361,7.730975,4.8517675,5.27622,4.291711,3.490763,4.1083546,4.2943397,4.296729,4.309812,3.9257462,3.690368,3.6217113,3.640592,3.585851,3.411387,3.1455472,2.955175,2.725757,2.4493206,2.347683,1.7976614,1.2514917,1.0910412,1.5195954,1.6187192,1.6914693,1.5029862,1.4242074,1.4375114,1.7143917,1.5660521,1.0714177,0.54591906,0.028977176,0.9279971,1.1682962,1.0071708,2.2145855,3.2238913,3.6074665,3.0373964,2.9866736,1.8737895,1.0443207,1.5972806,0.42948788,0.51522756,0.89463055,1.516409,1.6137719,2.1354167,2.6906896,2.9985445,3.2791812,3.523016,3.798798,3.629037,3.7679222,3.2541513,2.5006902,3.3734574,3.5743606,3.1853766,3.085917,3.7788765,4.352345,4.0758286,3.247592,4.2849255,5.375274,5.724703,5.9185467,4.0929575,2.2878907,3.1105797,5.042392,6.2031384,5.54448,6.049605,2.6935527,3.0337627,2.180859,2.3725145,4.932654,5.5153117,5.146343,3.9958494,4.0922246,3.3374057,5.225276,7.0458617,6.0458555,5.1284866,4.58105,6.483505,9.783202,9.823032,10.41976,11.607059,12.475271,12.746611,12.2663355,12.536426,12.695743,12.3743725,12.448792,13.170423,13.821329,13.875672,13.5915,13.579098,13.536815,13.49537,13.763469,14.074757,14.402494,14.534939,14.402288,14.206232,14.11974,14.165626,14.272248,14.421518,14.459789,14.536182,14.616677,14.855457,14.952284,14.935072,15.180626,14.973948,14.723288,14.627768
113,6.4152694,6.0078735,5.8725934,5.735698,6.3676767,6.1956577,6.154461,6.0673184,6.0014634,5.6252503,5.238845,5.0919676,4.8162875,4.521037,4.119039,3.7320325,3.483394,3.3883638,3.45671,3.513276,3.8039777,3.9580634,4.040078,3.056787,2.61204,2.8415225,2.7594168,3.5406983,4.762382,4.910017,4.893218,4.908107,4.992023,5.341587,5.4623766,5.4660654,5.224319,4.2955427,3.150722,3.2347484,3.6183786,3.746915,3.7854419,4.071339,4.3188586,4.2410774,3.9631891,4.078033,4.2351527,4.5014534,6.1783757,7.0252743,8.732162,8.996263,8.71626,8.573331,8.363444,8.164666,7.773973,5.3758845,5.0867076,4.664876,4.1033697,4.342459,4.2704782,4.1729703,4.0874314,3.9684389,3.7893536,3.6735647,3.5606647,3.531394,3.4777577,3.206621,3.028009,2.8614502,2.4166088,2.3092773,1.9966474,1.6246473,1.3821801,1.5650097,1.3113792,1.464368,1.9421666,1.8705137,1.5586554,1.582877,1.5702115,1.2494905,1.0841722,1.1519086,0.94444567,0.8296678,2.1122699,2.5748322,2.9653444,3.7548335,3.3446083,2.965117,1.9768598,1.3032248,0.9765552,0.36626655,0.5360271,1.5412266,1.5870142,1.9664499,2.3972647,2.6255662,2.73672,3.3002973,3.6346815,3.7632773,3.011029,3.4396026,3.8204181,4.389554,4.6533475,4.223514,5.231619,4.0698223,3.4868023,4.5562925,4.415377,5.6171517,4.519312,3.9825027,4.361541,5.0101066,5.86746,4.7427545,4.115441,3.7245526,5.6763043,5.8969393,6.630605,5.522608,4.085945,2.0873115,3.9419436,3.9802217,5.7838626,5.8649807,3.5795271,5.0134187,4.6390796,5.255373,6.6520615,8.336369,5.7095346,5.476362,6.2940817,4.5194035,4.7980866,9.109636,11.487803,12.134144,11.915522,12.152283,12.546685,12.083782,11.88827,12.474177,13.363581,13.555152,13.376903,13.144717,13.266686,13.84167,14.04762,13.968636,14.112356,14.42964,14.586416,14.527639,14.433077,14.385113,14.369535,14.316286,14.369368,14.374596,14.500693,14.631206,14.923195,14.983177,14.989987,15.206317,15.025623,14.813464,14.710954
