start_date,mp_physics,ra_lw_physics,ra_sw_physics,sf_surface_physics,bl_pbl_physics,cu_physics,sfclay_physics
Dec 17 2011,8,4,4,2,2,6,2
Dec 18 2011,8,4,4,2,2,6,2
Dec 19 2011,8,4,4,2,2,6,2
Dec 20 2011,8,4,4,2,2,6,2
Dec 21 2011,8,4,4,2,2,6,2
Dec 22 2011,8,4,4,2,2,6,2
Dec 23 2011,8,4,4,2,2,6,2
Dec 24 2011,8,4,4,2,2,6,2
Dec 25 2011,8,4,4,2,2,6,2
Dec 26 2011,8,4,4,2,2,6,2
Dec 27 2011,8,4,4,2,2,6,2
Dec 28 2011,8,4,4,2,2,6,2
Dec 29 2011,8,4,4,2,2,6,2
Dec 30 2011,8,4,4,2,2,6,2
Dec 31 2011,8,4,4,2,2,6,2
